0.000000,859
0.166667,421
0.083333,65
0.041667,22
0.125000,66
0.291667,337
0.208333,489
0.250000,330
0.333333,492
0.375000,353
0.416667,611
0.458333,1120
0.583333,795
0.500000,372
0.541667,578
0.625000,932
0.750000,1630
0.666667,644
0.708333,745
0.916667,2051
0.833333,1037
0.791667,774
0.875000,756
1.041667,2600
0.958333,544
1.000000,826
1.208333,3176
1.125000,1008
1.083333,950
1.166667,777
1.375000,3604
1.291667,1054
1.250000,843
1.333333,934
1.541667,4132
1.458333,1203
1.416667,925
1.500000,951
1.666667,4188
1.583333,733
1.625000,864
1.833333,4427
1.750000,1124
1.708333,991
1.791667,1074
2.000000,5161
1.916667,1056
1.875000,866
1.958333,968
2.083333,6471
2.041667,602
2.250000,3990
2.166667,734
2.125000,397
2.208333,355
2.416667,4026
2.333333,632
2.291667,358
2.375000,368
2.583333,3995
2.500000,578
2.458333,404
2.541667,379
2.750000,4060
2.666667,649
2.625000,403
2.708333,339
2.916667,3841
2.833333,628
2.791667,367
2.875000,391
3.083333,3904
3.000000,681
2.958333,398
3.041667,415
3.250000,4154
3.166667,651
3.125000,398
3.208333,353
3.375000,3462
3.291667,435
3.333333,449
3.458333,3191
3.416667,369
3.625000,4207
3.541667,603
3.500000,466
3.583333,457
3.666667,2491
3.708333,2394
3.791667,3284
3.750000,424
3.875000,3495
3.833333,436
3.958333,3320
3.916667,434
4.083333,4035
4.000000,472
4.041667,465
4.250000,4450
4.166667,636
4.125000,430
4.208333,460
4.291667,2232
4.333333,2365
4.375000,2396
4.416667,2455
4.458333,2376
4.500000,2500
4.541667,2552
4.583333,2461
4.625000,2570
4.666667,2517
4.708333,2640
4.750000,2469
4.791667,2618
4.833333,2835
4.875000,2554
4.916667,2712
4.958333,2635
5.000000,2559
5.041667,2707
5.083333,2672
5.125000,2541
5.166667,2748
5.208333,2527
5.250000,2537
5.291667,2634
5.333333,2813
5.375000,2620
5.416667,2710
5.458333,2754
5.500000,2764
5.541667,2712
5.583333,2952
5.625000,2847
5.666667,3248
5.750000,3576
5.708333,404
5.916667,4247
5.833333,529
5.791667,399
5.875000,389
5.958333,2576
6.000000,2613
6.041667,2599
6.083333,2862
6.125000,2830
6.166667,2969
6.333333,4207
6.250000,554
6.208333,453
6.291667,442
6.375000,2578
6.416667,2554
6.458333,2589
6.500000,2676
6.541667,2573
6.583333,2469
6.625000,2478
6.666667,2456
6.708333,2356
6.750000,2404
6.791667,2318
6.833333,2321
6.875000,2150
6.916667,2148
6.958333,2406
7.000000,2385
7.041667,2546
7.083333,2633
7.125000,2691
7.166667,3192
7.333333,4627
7.250000,720
7.208333,531
7.291667,506
7.500000,4924
7.416667,750
7.375000,490
7.458333,415
7.583333,3772
7.541667,437
7.666667,3948
7.625000,435
7.750000,4012
7.708333,446
7.833333,4160
7.791667,456
8.000000,5558
7.916667,814
7.875000,551
7.958333,538
8.166667,5538
8.083333,815
8.041667,612
8.125000,549
8.208333,3293
8.250000,3417
8.291667,3555
8.333333,3354
8.375000,2979
8.416667,3840
8.458333,3061
8.500000,3526
8.541667,2636
8.583333,3557
8.625000,3000
8.666667,3191
8.708333,2268
8.750000,3427
8.791667,2647
8.833333,2622
8.875000,3153
8.916667,2953
8.958333,3151
9.000000,2794
