second,bitrate_kbps
445,862.928
446,266.112
447,337.824
448,160.176
449,233.096
450,349.792
451,755.968
452,700.048
453,829.464
454,147.376
455,83.68
456,432.488
457,664.56
458,727.024
459,622.68
460,417.432
461,79.288
462,1372.888
463,1220.896
464,1347.024
465,1205.088
466,1624.064
467,1276.704
468,1591.192
469,1173.496
470,912.072
471,402.304
472,648.68
473,204.336
474,521.88
475,553.6
476,483.36
477,222.56
478,734.392
479,490.336
480,474.896
481,246.456
482,143.272
483,427.672
484,236.568
485,216.656
486,681.304
487,215.104
488,218.904
489,273.016
490,616.096
491,611.56
492,435.928
493,145.432
494,496.04
495,418.48
496,420.488
497,570.384
498,536.44
499,589.848
500,811.056
501,628.808
502,690.32
503,729.016
504,730.992
505,732.656
506,709.616
507,812.008
508,953.576
509,974.984
510,839.36
511,1019.696
512,725.496
513,785.552
514,757.04
515,906.592
516,850.28
517,852.496
518,797.528
519,898.624
520,888.424
521,871.72
522,708.944
523,997.264
524,901.896
525,921.0
526,888.296
527,703.4
528,659.248
529,777.92
530,724.656
531,801.432
532,893.016
533,893.552
534,783.088
535,729.8
536,760.632
537,846.28
538,834.76
539,681.672
540,634.344
541,790.944
542,1319.592
543,904.592
544,950.312
545,785.784
546,797.208
547,650.856
548,966.424
549,982.248
550,867.264
551,817.264
552,1787.736
553,1164.656
554,1375.696
555,1358.968
556,1366.776
557,1439.368
558,1393.72
559,1195.064
560,1066.232
561,1059.608
562,926.4
563,1052.416
564,660.32
565,620.896
566,601.632
567,551.6
568,606.944
569,558.912
570,329.048
571,426.256
572,489.4
573,611.512
574,395.416
575,362.712
576,451.968
577,466.024
578,235.968
579,388.872
580,86.056
581,117.0
582,297.616
583,294.984
584,284.272
585,154.912
586,113.768
587,104.736
588,259.288
589,269.968
590,249.32
591,349.832
592,253.016
593,263.2
594,323.984
595,274.152
596,113.48
