0.000000,860
0.166667,477
0.083333,71
0.041667,23
0.125000,72
0.291667,439
0.208333,769
0.250000,481
0.333333,576
0.375000,526
0.416667,745
0.458333,1252
0.583333,1298
0.500000,557
0.541667,803
0.625000,1390
0.750000,2178
0.666667,846
0.708333,1067
0.916667,2750
0.833333,1585
0.791667,1064
0.875000,1213
1.041667,3595
0.958333,943
1.000000,1388
1.208333,4757
1.125000,1869
1.083333,1598
1.166667,1691
1.375000,5390
1.291667,2156
1.250000,1733
1.333333,1753
1.541667,6065
1.458333,2219
1.416667,1767
1.500000,1723
1.666667,6174
1.583333,1519
1.625000,1694
1.833333,6679
1.750000,2205
1.708333,1774
1.791667,1817
2.000000,7515
1.916667,2222
1.875000,1742
1.958333,1635
2.083333,9081
2.041667,1416
2.250000,6013
2.166667,1138
2.125000,628
2.208333,570
2.416667,5872
2.333333,917
2.291667,529
2.375000,553
2.583333,6383
2.500000,972
2.458333,577
2.541667,562
2.750000,6441
2.666667,825
2.625000,592
2.708333,572
2.916667,6321
2.833333,899
2.791667,553
2.875000,569
3.083333,6474
3.000000,932
2.958333,650
3.041667,616
3.250000,6526
3.166667,860
3.125000,648
3.208333,649
3.375000,5695
3.291667,653
3.333333,692
3.458333,5017
3.416667,626
3.625000,6714
3.541667,953
3.500000,708
3.583333,678
3.666667,4116
3.708333,4176
3.791667,5091
3.750000,609
3.875000,5535
3.833333,521
3.958333,5551
3.916667,601
4.083333,6570
4.000000,674
4.041667,558
4.250000,6893
4.166667,765
4.125000,532
4.208333,598
4.291667,3923
4.333333,4103
4.375000,4039
4.416667,4271
4.458333,4133
4.500000,4250
4.541667,4147
4.583333,4489
4.625000,4373
4.666667,4214
4.708333,4300
4.750000,4247
4.791667,4438
4.833333,4771
4.875000,4381
4.916667,4718
4.958333,4241
5.000000,4571
5.041667,4468
5.083333,4631
5.125000,4438
5.166667,4638
5.208333,4523
5.250000,4770
5.291667,4390
5.333333,4609
5.375000,4807
5.416667,4512
5.458333,4674
5.500000,4905
5.541667,4892
5.583333,4784
5.625000,5110
5.666667,5327
5.750000,6602
5.708333,456
5.916667,7451
5.833333,699
5.791667,556
5.875000,538
5.958333,4645
6.000000,4690
6.041667,4772
6.083333,5274
6.125000,4954
6.166667,5301
6.333333,7390
6.250000,799
6.208333,626
6.291667,591
6.375000,4629
6.416667,4675
6.458333,4523
6.500000,4515
6.541667,4447
6.583333,4296
6.625000,4499
