0.000000,861
0.166667,697
0.083333,73
0.041667,23
0.125000,74
0.291667,546
0.208333,994
0.250000,761
0.333333,851
0.375000,701
0.416667,1160
0.458333,1533
0.583333,2184
0.500000,975
0.541667,1529
0.625000,2461
0.750000,4392
0.666667,1515
0.708333,1819
0.916667,6422
0.833333,3057
0.791667,2080
0.875000,2482
1.041667,7716
0.958333,2240
1.000000,2729
1.208333,10209
1.125000,4373
1.083333,3109
1.166667,3841
1.375000,11602
1.291667,5330
1.250000,3958
1.333333,3864
1.541667,12725
1.458333,5634
1.416667,4129
1.500000,4140
1.666667,12733
1.583333,4185
1.625000,4212
1.833333,14397
1.750000,5969
1.708333,4417
1.791667,4511
2.000000,15551
1.916667,6247
1.875000,4748
1.958333,4571
2.083333,18187
2.041667,4129
2.250000,13321
2.166667,2429
2.125000,1358
2.208333,1174
2.416667,12748
2.333333,2126
2.291667,1072
2.375000,1138
2.583333,14067
2.500000,2055
2.458333,1173
2.541667,1110
2.750000,14747
2.666667,2112
2.625000,1144
2.708333,1233
2.916667,15089
2.833333,2132
2.791667,1122
2.875000,1289
3.083333,16028
3.000000,2421
2.958333,1266
3.041667,1322
3.250000,15928
3.166667,2527
3.125000,1315
3.208333,1265
3.375000,14464
3.291667,1600
3.333333,1359
3.458333,13465
3.416667,1317
3.625000,16958
3.541667,2530
3.500000,1434
3.583333,1329
3.666667,11212
3.708333,11378
3.791667,14021
3.750000,1082
3.875000,14629
3.833333,1119
3.958333,15119
3.916667,1274
4.083333,17373
4.000000,1352
4.041667,1063
4.250000,18676
4.166667,2053
4.125000,1094
4.208333,1079
4.291667,11329
4.333333,11409
4.375000,11551
4.416667,11920
4.458333,11531
4.500000,12274
4.541667,11903
4.583333,12672
4.625000,12036
4.666667,12559
4.708333,12789
4.750000,12869
4.791667,12976
4.833333,13117
4.875000,12816
4.916667,13413
4.958333,12817
5.000000,13397
5.041667,13209
5.083333,13357
5.125000,13286
5.166667,13409
5.208333,13408
5.250000,13571
5.291667,13545
5.333333,14058
5.375000,14063
5.416667,14739
5.458333,14213
5.500000,15019
5.541667,15277
5.583333,15708
5.625000,15842
5.666667,16942
5.750000,20222
5.708333,1023
5.916667,23371
5.833333,2269
5.791667,1194
5.875000,1050
5.958333,15076
6.000000,15416
6.041667,15371
6.083333,16209
6.125000,16053
6.166667,16962
6.333333,24389
6.250000,2553
6.208333,1364
6.291667,1426
6.375000,14860
6.416667,15074
6.458333,13640
6.500000,13782
6.541667,13475
6.583333,13378
6.625000,13296
6.666667,13578
6.708333,12725
6.750000,12832
6.791667,12194
6.833333,12206
6.875000,12020
6.916667,12464
6.958333,12838
7.000000,13392
7.041667,13668
7.083333,15218
7.125000,16431
7.166667,18748
7.333333,28283
7.250000,3042
7.208333,1911
7.291667,1816
7.500000,27875
7.416667,3177
7.375000,1855
7.458333,1654
7.583333,23219
7.541667,1433
7.666667,23612
7.625000,1383
7.750000,23838
7.708333,1216
7.833333,23498
7.791667,1381
8.000000,28809
7.916667,3023
7.875000,1684
7.958333,1691
8.166667,27638
8.083333,3184
8.041667,1951
8.125000,1842
8.208333,17531
8.250000,18132
8.291667,17798
8.333333,18351
8.375000,10818
8.416667,20570
8.458333,16414
8.500000,17403
8.541667,9299
8.583333,19445
8.625000,14296
8.666667,14977
8.708333,7768
8.750000,17350
8.791667,13592
8.833333,9580
8.875000,16505
8.916667,14955
8.958333,15683
9.000000,12002
9.041667,14907
9.083333,16542
9.125000,17522
9.166667,17501
9.208333,23222
9.250000,14178
9.291667,17355
9.333333,18115
9.375000,19347
9.416667,19803
9.458333,20454
9.500000,26447
9.541667,16999
9.583333,20162
9.625000,21653
9.666667,23792
9.708333,29034
9.750000,18783
9.791667,23346
9.833333,25383
9.875000,31238
9.916667,20645
10.000000,34708
9.958333,1634
10.083333,28735
10.041667,1345
10.166667,34233
10.125000,1530
10.291667,33331
10.208333,1850
10.250000,1975
10.333333,19806
10.375000,3007
10.416667,118917
10.541667,28313
10.458333,1653
10.500000,1945
10.666667,26664
10.583333,1638
10.625000,1514
10.750000,27682
10.708333,1466
10.833333,21175
10.791667,1522
10.916667,25985
10.875000,1361
11.000000,26811
10.958333,1325
11.125000,24792
11.041667,1322
11.083333,1476
11.291667,33042
11.208333,1643
11.166667,1041
11.250000,696
11.333333,14498
11.375000,12507
11.416667,11862
11.458333,11663
11.500000,6300
11.541667,11555
11.666667,7645
11.583333,532
11.625000,463
11.708333,5433
11.750000,851
11.791667,958
11.833333,753
11.875000,121895
11.916667,8300
11.958333,26400
12.000000,8853
12.041667,23462
12.083333,9389
12.125000,23267
12.166667,10094
12.208333,24586
12.250000,10057
12.291667,24724
12.333333,9964
12.375000,25721
12.416667,10395
