second,ssim
0,0.9993982608695652
1,0.9961200416666666
2,0.9942460833333334
3,0.9924358333333334
4,0.9896295833333334
5,0.9872528749999999
6,0.9852038333333333
7,0.9837344583333333
8,0.9815742916666667
9,0.9808953749999999
10,0.9827867499999999
11,0.9787353333333333
12,0.978385
13,0.9755034583333333
14,0.9746229999999999
15,0.9757159166666667
16,0.9907982916666667
17,0.9889785
18,0.9910108333333333
19,0.9913014583333334
20,0.9879538333333334
21,0.99299925
22,0.9933347916666667
23,0.9759530833333333
24,0.9710325000000001
25,0.9700182916666668
26,0.9714827083333333
27,0.9717865833333333
28,0.9710840833333334
29,0.9689505
30,0.9712684583333333
31,0.9681272500000001
32,0.9675937499999999
33,0.97782125
34,0.9807525416666666
35,0.9814082916666668
36,0.9816141666666667
37,0.981945375
38,0.9823055416666667
39,0.9823787916666666
40,0.98310975
41,0.9833880833333333
42,0.9832106666666666
43,0.9840495833333334
44,0.9836135833333333
45,0.9831442083333334
46,0.9833460833333333
47,0.9814029583333334
48,0.9766665416666666
49,0.9768676666666667
50,0.9797924166666667
51,0.9819116666666666
52,0.9799724166666667
53,0.97927175
54,0.977609125
55,0.97677275
56,0.9947613333333334
57,0.9968154583333333
58,0.9946428333333334
59,0.9948618333333333
60,0.9939862916666667
61,0.9909855
62,0.9911809166666666
63,0.99071525
64,0.989397
65,0.987228125
66,0.9860120416666667
67,0.9879373333333333
68,0.9874051666666667
69,0.989569625
70,0.9920230416666667
71,0.9919450416666667
72,0.9904565
73,0.9903397916666666
74,0.9878692916666667
75,0.9826394166666667
76,0.9720033333333333
77,0.9693931666666668
78,0.97000025
79,0.9689133333333334
80,0.9876440416666666
81,0.9866360833333333
82,0.9863315416666666
83,0.9889112916666667
84,0.990084125
85,0.989864875
86,0.9888819999999999
87,0.989658
88,0.9908565416666667
89,0.9909608333333333
90,0.9897360833333333
91,0.9913380833333334
92,0.9943994166666666
93,0.9944184166666666
94,0.9940123333333334
95,0.9932081250000001
96,0.9917634166666667
97,0.99224725
98,0.9931856250000001
99,0.9930864583333333
100,0.9930734999999999
101,0.9904785416666666
102,0.988448125
103,0.9879636666666666
104,0.9937829166666666
105,0.9920759166666667
106,0.991909125
107,0.9919829166666667
108,0.9915908333333333
109,0.9921292083333334
110,0.9919780416666667
111,0.991463375
112,0.9899930833333334
113,0.9872528749999999
114,0.9877080833333333
115,0.9865900833333333
116,0.9852972083333333
117,0.9851021666666666
118,0.9852282083333334
119,0.983945875
120,0.9848542083333333
121,0.9861595833333333
122,0.985690125
123,0.9881310416666667
124,0.9899632083333333
125,0.9894285416666667
126,0.9887159583333333
127,0.9875367916666667
128,0.9876345833333334
129,0.9882329166666667
130,0.9877801666666667
131,0.9870568333333334
132,0.9872030416666666
133,0.9865236666666667
134,0.9859288333333334
135,0.9855089583333333
136,0.9860865416666668
137,0.9885879166666666
138,0.987942
139,0.9863195833333332
140,0.9869619166666667
141,0.9871271666666667
142,0.9853088333333333
143,0.9861749583333334
144,0.9873208333333333
145,0.9870164166666666
146,0.98823275
147,0.9893399166666667
148,0.9890413333333333
149,0.990173875
150,0.9876403333333333
151,0.986397375
152,0.9858952083333333
153,0.9852539583333333
154,0.9875062916666666
155,0.9866636666666667
156,0.9919485833333334
157,0.9919140416666666
158,0.9912827083333333
159,0.990605625
160,0.9889328333333333
161,0.986990125
162,0.9907125833333333
163,0.9898210833333333
164,0.9876550833333333
165,0.9868464166666667
166,0.992919375
167,0.9941003333333334
168,0.9887966666666667
169,0.9881082499999999
170,0.9944511666666666
171,0.9947545
172,0.9945507916666667
173,0.993662
174,0.992848125
175,0.9918836666666667
176,0.9863044166666667
177,0.9859783750000001
178,0.9912210416666666
179,0.9905889166666667
180,0.9885803750000001
181,0.9851673750000001
182,0.9847970833333334
183,0.9851402916666667
184,0.98407725
185,0.9865842499999999
186,0.9899993333333333
187,0.9867975416666667
188,0.9890325833333334
189,0.9921345833333334
190,0.9938922916666667
191,0.9936049166666666
192,0.9877646666666666
193,0.9872155416666667
194,0.988354125
195,0.9884934166666667
196,0.9867828333333333
197,0.993539125
198,0.9916792083333333
199,0.992057
200,0.9910100416666667
201,0.989852
202,0.9901174166666666
203,0.9894321666666667
204,0.993017
205,0.9935700833333333
