second,bitrate_kbps
504,1632.824
505,1655.584
506,1620.416
507,1782.656
508,2113.168
509,2117.376
510,1859.944
511,2121.144
512,1679.328
513,1776.856
514,1722.728
515,1970.856
516,1872.16
517,1915.24
518,1828.304
519,1956.2
520,2030.8
521,1970.352
522,1730.816
523,2143.848
524,2101.856
525,1928.72
526,1888.928
527,1550.888
528,1407.04
529,1712.928
530,1663.464
531,1596.448
532,1798.888
533,1807.112
534,1776.984
535,1618.704
536,1743.8
537,2255.544
538,1975.776
539,1820.704
540,1952.776
541,1800.176
542,2530.312
543,2011.744
544,1962.84
545,1850.448
546,1768.704
547,1857.288
548,2041.968
549,2149.84
550,2347.4
551,2139.648
552,3648.32
553,2777.4
554,2796.248
555,2747.12
556,2992.456
557,3118.72
558,3094.104
559,2908.648
560,2618.904
561,2815.416
562,2657.6
563,2413.008
564,1813.072
565,1637.712
566,1516.168
567,1370.64
568,1498.744
569,1167.328
570,585.96
571,833.36
572,929.12
573,1232.368
574,863.248
575,885.672
576,1009.056
577,979.336
578,529.0
579,762.328
580,153.72
581,277.552
582,618.352
583,593.224
584,577.96
585,325.608
586,273.208
587,249.552
588,549.432
589,552.992
590,527.936
591,714.64
592,583.536
593,613.448
594,676.648
595,635.784
596,273.688
