second,bitrate_kbps
524,2760.632
525,2554.488
526,2382.08
527,2024.056
528,1930.376
529,2137.76
530,2027.16
531,2028.736
532,2303.992
533,2454.416
534,2328.768
535,2317.288
536,2531.544
537,3046.096
538,3171.056
539,2928.648
540,2743.272
541,3303.696
542,3839.848
543,3225.024
544,3494.432
545,3117.112
546,3142.496
547,2643.072
548,3333.096
549,3648.672
550,3821.376
551,3490.424
552,4782.088
553,3961.8
554,4409.504
555,4198.192
556,4172.72
557,4486.624
558,4529.832
559,4034.736
560,3735.584
561,3605.368
562,3104.632
563,2752.04
564,2101.472
565,1848.352
566,1683.08
567,1485.088
568,1608.512
569,1277.944
570,595.024
571,924.992
572,1016.888
573,1260.448
574,978.232
575,878.872
576,1053.88
577,1086.048
578,560.736
579,791.456
580,143.408
581,299.424
582,658.08
583,668.512
584,665.584
585,381.8
586,285.648
587,262.736
588,587.224
589,622.328
590,595.896
591,749.64
592,589.296
593,597.504
594,706.112
595,594.696
596,224.936
