second,ssim
0,0.9996934347826086
1,0.9978381666666666
2,0.9966439166666666
3,0.9956275833333333
4,0.994722625
5,0.9938415416666667
6,0.9929855833333333
7,0.9916218333333333
8,0.9916162916666668
9,0.9918669583333334
10,0.991736
11,0.9905454583333334
12,0.9902979166666667
13,0.98924925
14,0.9889231666666666
15,0.9887160833333333
16,0.995665625
17,0.9947994166666666
18,0.9958865833333334
19,0.9960075416666667
20,0.9940569583333333
21,0.99671125
22,0.9969838750000001
23,0.9884045
24,0.9865237083333334
25,0.9869028750000001
26,0.9874239166666667
27,0.9875235833333332
28,0.9871759999999999
29,0.9864560833333332
30,0.987693875
31,0.98574975
32,0.9857660833333334
33,0.9886352916666666
34,0.9894942916666666
35,0.9899293333333333
36,0.9898678333333333
37,0.9900923333333332
38,0.9904258333333334
39,0.9906982916666666
40,0.9912173750000001
41,0.9912906666666667
42,0.99156075
43,0.992555875
44,0.9916664166666668
45,0.9908872083333334
46,0.991267
47,0.9908585
48,0.9873897083333333
49,0.9869882083333333
50,0.9898686666666667
51,0.9922215
52,0.9914425416666667
53,0.99129375
54,0.9898214583333332
55,0.98926325
56,0.9977240416666667
57,0.9985648333333333
58,0.9970711666666667
59,0.9972253333333333
60,0.9966201250000001
61,0.9946510416666667
62,0.9948585
63,0.9947605416666666
64,0.9949627083333333
65,0.9936084166666667
66,0.991955125
67,0.9923963750000001
68,0.9916710833333333
69,0.9940267500000001
70,0.9961592916666667
71,0.996293375
72,0.9953124583333334
73,0.9945891666666666
74,0.9921550416666666
75,0.9901255416666667
76,0.9850409999999999
77,0.9839865416666668
78,0.9845775
79,0.9837548333333334
80,0.9927851666666667
81,0.99198925
82,0.9919430833333333
83,0.9942949583333333
84,0.995091625
85,0.9949406666666666
86,0.9942935416666666
87,0.9949657916666667
88,0.9957316666666666
89,0.9957375416666667
90,0.9951912916666666
91,0.9955275833333334
92,0.9971211666666666
93,0.99719975
94,0.9969395833333333
95,0.9963952916666666
96,0.9956827083333333
97,0.9960771249999999
98,0.9969345416666666
99,0.9968735833333334
100,0.996737125
101,0.9951017083333333
102,0.9945984583333334
103,0.9943165416666666
104,0.996349625
105,0.995288125
106,0.9952346666666667
107,0.9952942083333333
108,0.9950697083333333
109,0.9954037083333334
110,0.9953883333333334
111,0.9948867916666666
112,0.994314375
113,0.9936827500000001
114,0.9942977916666668
115,0.9936586666666667
116,0.9926613333333334
117,0.9925577083333333
118,0.9914344166666668
119,0.9910907916666667
120,0.9910975
121,0.9923068333333332
122,0.99243375
123,0.9938000833333334
124,0.9949573749999999
125,0.9945267083333333
126,0.9940622499999999
127,0.9933055833333334
128,0.9937077916666667
129,0.99420325
130,0.993821375
131,0.9934085
132,0.9936302916666667
133,0.9931687083333333
134,0.9928653333333334
135,0.9925549583333333
136,0.9930862916666667
137,0.9941965833333333
138,0.9935261249999999
139,0.9924862083333333
140,0.9929167083333333
141,0.993252875
142,0.991956875
143,0.9921028333333334
144,0.9936894166666667
145,0.9936266666666667
146,0.9944010416666668
147,0.9953697083333334
148,0.9953087083333334
149,0.99534925
150,0.9938927083333334
151,0.9930374999999999
152,0.9927334166666667
153,0.992182875
154,0.9935617916666667
155,0.9931321666666667
156,0.996029
157,0.9960815
158,0.995688875
159,0.9952200000000001
160,0.9943232916666668
161,0.9930300833333333
162,0.9945638333333333
163,0.99446425
164,0.9937189583333333
165,0.9930781249999999
166,0.9960695833333334
167,0.9964339999999999
168,0.9939874583333334
169,0.9933000416666666
170,0.9970736666666666
171,0.9973103333333334
172,0.9970520833333333
173,0.9962462916666667
174,0.9955707916666667
175,0.9948680833333333
176,0.9922967083333334
177,0.9921729583333333
178,0.9951030416666667
179,0.9947845000000001
180,0.9936447083333334
181,0.9919392083333333
182,0.9916472083333333
183,0.9918157916666667
184,0.991026375
185,0.9926835416666666
186,0.9938508333333332
187,0.991924375
188,0.9933832083333334
189,0.9956265833333333
190,0.996997625
191,0.9967202083333334
192,0.99254475
193,0.9924284166666667
194,0.9929463333333333
195,0.9920958333333333
196,0.9919557083333334
197,0.9959234583333334
198,0.9946304166666667
199,0.99508325
200,0.994772375
201,0.9941395416666667
202,0.9943568333333334
203,0.9939691666666667
204,0.9959573333333333
205,0.9962723750000001
206,0.9934045
207,0.9947656666666665
208,0.9949490416666666
209,0.9920890833333332
210,0.9914641666666667
211,0.9915005416666666
212,0.990239125
213,0.9892689583333333
214,0.9947799166666668
215,0.9947300416666667
216,0.9943601666666666
217,0.9937172083333333
218,0.9931147083333333
219,0.9932884999999999
220,0.9940998333333333
221,0.9966758333333333
222,0.9967473333333333
223,0.9964868333333333
224,0.9952480833333334
225,0.9933460416666667
226,0.99180875
227,0.9924941666666666
228,0.9938708333333334
229,0.9926333333333334
230,0.9962432083333334
231,0.9959724583333333
232,0.994557375
233,0.9941125833333334
234,0.9945752083333333
235,0.9944805833333333
236,0.9937438749999999
237,0.993270875
238,0.9940470416666667
239,0.99378175
240,0.993554
241,0.9924168333333333
242,0.9902290416666667
243,0.9866707083333334
244,0.9884382083333333
245,0.9900024583333332
246,0.9896659583333333
247,0.9893546666666667
248,0.9904812083333333
249,0.9918235000000001
250,0.9925168333333333
251,0.9944207916666666
252,0.9924778750000001
253,0.9919181250000001
254,0.992803625
255,0.9945602916666667
256,0.9957109583333333
257,0.992597
258,0.9921012916666667
259,0.9919547083333334
260,0.9912035416666667
261,0.9935044166666667
262,0.9934701666666667
263,0.9927495833333334
264,0.9938589583333334
265,0.9933746666666666
266,0.9937955833333333
267,0.9939522916666667
268,0.9931989166666666
269,0.9924907083333333
270,0.9914430833333333
271,0.989725625
272,0.9896841666666667
273,0.99115675
274,0.9927014583333333
275,0.9923293333333333
276,0.9926903333333333
277,0.991915375
278,0.9922317500000001
279,0.9921176666666667
280,0.993293
281,0.993060125
282,0.9922878333333333
283,0.992304125
284,0.9929689583333333
285,0.9960539166666668
286,0.9958912083333334
287,0.9957423333333333
288,0.9954307083333332
289,0.9954882083333333
290,0.99549075
291,0.9952058333333333
292,0.9944031249999999
293,0.9918694583333334
294,0.9920813333333333
295,0.9922169166666667
296,0.9945126666666666
297,0.9932575416666666
298,0.9903314583333334
299,0.9988284166666667
300,0.994587375
301,0.9907002916666667
302,0.990335
303,0.9897337916666666
304,0.988804
305,0.9934902916666667
306,0.9952244166666667
307,0.9932075416666667
308,0.9934586666666667
309,0.9942162083333334
310,0.9932008333333333
311,0.9926997916666668
312,0.9921423333333333
313,0.9900233333333334
314,0.990556375
315,0.9906235
316,0.9912362916666666
317,0.992212
318,0.9902078333333333
319,0.9919875833333333
320,0.9896575833333333
321,0.9899554583333333
322,0.9937531666666667
323,0.9941944166666666
324,0.992087125
325,0.9918053333333333
326,0.9912912083333333
327,0.9892010833333332
328,0.9913147916666666
329,0.9924078333333334
330,0.9923987916666667
331,0.992509625
332,0.9935445416666666
333,0.9937332083333333
334,0.9933745833333334
335,0.9920592500000001
336,0.9923242083333333
337,0.9964626666666666
338,0.9968077916666666
339,0.996560375
340,0.99418175
341,0.9938889583333333
342,0.9925347083333333
343,0.9878868333333334
344,0.9874792499999999
345,0.9869162916666667
346,0.9864808749999999
347,0.9894140833333332
348,0.9885073333333333
349,0.9877876250000001
350,0.9879835
351,0.98795025
352,0.989248625
353,0.9905610833333333
354,0.991820625
355,0.9893404583333334
356,0.9917897916666667
357,0.9876554999999999
358,0.9869642916666667
359,0.9869210416666667
360,0.9875322916666667
361,0.9931790833333333
362,0.9929255
363,0.9924335416666666
364,0.9893985000000001
365,0.988125
366,0.9888805416666666
367,0.9885893333333334
368,0.9893340416666666
369,0.9912522083333334
370,0.9922221666666666
371,0.9912776249999999
372,0.9919997083333333
373,0.998192125
374,0.997525
375,0.9961403333333334
376,0.9952464583333334
377,0.993594
378,0.993655
379,0.9942481666666666
380,0.9930853333333333
381,0.9942540416666666
382,0.9957830416666668
383,0.9959428333333333
384,0.9957722083333334
385,0.9951867083333333
386,0.995963
387,0.995845375
388,0.9953962083333333
389,0.995135
390,0.9953802500000001
391,0.9952971666666667
392,0.9954257916666668
393,0.9944597083333333
394,0.995112625
395,0.9959232083333333
396,0.9963485833333333
397,0.9963758333333333
398,0.995422125
399,0.9937127083333334
400,0.9971535833333333
401,0.9968358333333334
402,0.9969637916666666
403,0.99717325
404,0.9971452916666667
405,0.9946867083333334
406,0.9938020833333333
407,0.9939337500000001
408,0.9963565833333333
409,0.99661175
410,0.9945593333333332
411,0.9913454583333333
412,0.9936939583333334
413,0.9928777916666666
414,0.9906805
415,0.988715
416,0.9936048749999999
417,0.9946503333333333
418,0.9944373333333334
419,0.9926824166666667
420,0.9870330416666667
421,0.9906098333333334
422,0.9828349166666667
423,0.9836748333333333
424,0.9904615833333333
425,0.9959361666666666
426,0.989960875
427,0.9866241250000001
428,0.991711375
429,0.9944056666666666
430,0.9929645416666667
431,0.9806156666666667
432,0.9787460416666667
433,0.9820777916666666
434,0.995310375
435,0.9947170833333333
436,0.9937320000000001
437,0.9950633333333333
438,0.9947543333333333
439,0.9957667083333334
440,0.99729575
441,0.9985786249999999
442,0.9878785833333333
443,0.993163
444,0.993026625
445,0.993194125
446,0.99372675
447,0.9937044166666666
448,0.9938727916666666
449,0.99365075
450,0.9931360416666667
451,0.9921477083333333
452,0.9928167499999999
453,0.9939042499999999
454,0.9947395416666667
455,0.994563
456,0.9934494583333334
457,0.9922842916666667
458,0.992747375
459,0.99208725
460,0.9933125833333333
461,0.9999910833333333
462,0.990036375
463,0.98945325
464,0.9894016666666667
465,0.9884849583333333
466,0.9849369583333334
467,0.9883998749999999
468,0.9893201666666666
469,0.98954975
470,0.9894336250000001
471,0.9927221666666667
472,0.9947700833333334
473,0.9949883333333333
474,0.9932398333333333
475,0.9929652916666667
476,0.9933048750000001
477,0.9934737916666667
478,0.9915519166666668
479,0.9909195
480,0.9923475833333333
481,0.994068375
482,0.99841825
483,0.9981337083333334
484,0.9970313333333333
485,0.9961317916666667
486,0.9951194583333334
487,0.9946717083333333
488,0.9952780416666666
489,0.997356625
490,0.9988156250000001
491,0.9941043333333334
492,0.99443525
493,0.9951353749999999
494,0.9963264166666667
495,0.996432875
496,0.9962870416666667
497,0.9954302916666666
498,0.9947514166666668
499,0.9936007916666667
500,0.9939143333333332
501,0.9942534166666667
502,0.993165875
503,0.9926720416666667
504,0.9924017083333334
505,0.9922623333333332
506,0.9921654166666666
507,0.990655
508,0.9900037500000001
509,0.9912856666666667
510,0.9915494583333334
511,0.9938015
512,0.99295575
513,0.9925498749999999
514,0.9925805833333333
515,0.9920923333333334
516,0.9919972916666667
517,0.9920305833333334
518,0.9919204166666667
519,0.9915845
520,0.9916570833333332
521,0.9930415
522,0.992913375
523,0.9915882916666666
524,0.990794125
525,0.9908015416666668
526,0.9909580416666667
527,0.9914816666666667
528,0.9912348333333334
529,0.9915024166666666
530,0.9912108333333333
531,0.9922533333333333
532,0.9939234166666666
533,0.994040125
